"SOLVEID","TRANSACTIONID","CLOSEID","ORGID","ORGNAME"
"10000002","EN20130411069","100001","202","昆明能讯"
"10000003","EN20130411070","100003","12","云电同方"
"10000002","EN20130411071","100001","17","普洱供电局"
"10000002","EN20130411072","100001","12","云电同方"
"10000002","EN20130411073","100001","203","远信科技"
"10000002","EN20130411074","100001","400","昭通供电局"
"10000003","EN20130411075","100001","209","信息中心"
"10000002","EN20130411076","100001","12","云电同方"
"10000003","EN20130411077","100003","12","云电同方"
"10000002","EN20130411078","100001","12","云电同方"
"10000002","EN20130411079","100001","17","普洱供电局"
"10000002","EN20130411080","100003","203","远信科技"
"10000003","EN20130411081","100005","202","昆明能讯"
"10000002","EN20130411082","100001","203","远信科技"
"10000002","EN20130411083","100001","203","远信科技"
"10000002","EN20130411084","100001","203","远信科技"
"10000002","EN20130411085","100001","12","云电同方"
"10000002","EN20130411086","100001","12","云电同方"
"10000003","EN20130411087","100003","12","云电同方"
"10000002","EN20130411088","100001","203","远信科技"
"10000003","EN20130411089","100003","23","曲靖供电局"
"10000002","EN20130411090","100001","12","云电同方"
"10000002","EN20130411091","100001","203","远信科技"
"10000002","EN20130411092","100001","17","普洱供电局"
